Lower layer Super Output Areas Code,Lower layer Super Output Areas,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E01004517,Wandsworth 037A,4,4. Administrative and secretarial occupations,87
E01004517,Wandsworth 037A,5,5. Skilled trades occupations,101
E01004517,Wandsworth 037A,6,"6. Caring, leisure and other service occupations",82
E01004517,Wandsworth 037A,7,7. Sales and customer service occupations,67
E01004517,Wandsworth 037A,8,"8. Process, plant and machine operatives",47
E01004517,Wandsworth 037A,9,9. Elementary occupations,149
E01004518,Wandsworth 036B,-8,Does not apply,820
E01004518,Wandsworth 036B,1,"1. Managers, directors and senior officials",142
E01004518,Wandsworth 036B,2,2. Professional occupations,274
E01004518,Wandsworth 036B,3,3. Associate professional and technical occupations,174
E01004518,Wandsworth 036B,4,4. Administrative and secretarial occupations,73
E01004518,Wandsworth 036B,5,5. Skilled trades occupations,47
E01004518,Wandsworth 036B,6,"6. Caring, leisure and other service occupations",50
E01004518,Wandsworth 036B,7,7. Sales and customer service occupations,40
E01004518,Wandsworth 036B,8,"8. Process, plant and machine operatives",28
E01004518,Wandsworth 036B,9,9. Elementary occupations,85
E01004519,Wandsworth 036C,-8,Does not apply,864
E01004519,Wandsworth 036C,1,"1. Managers, directors and senior officials",113
E01004519,Wandsworth 036C,2,2. Professional occupations,277
E01004519,Wandsworth 036C,3,3. Associate professional and technical occupations,152
E01004519,Wandsworth 036C,4,4. Administrative and secretarial occupations,58
E01004519,Wandsworth 036C,5,5. Skilled trades occupations,46
E01004519,Wandsworth 036C,6,"6. Caring, leisure and other service occupations",64
E01004519,Wandsworth 036C,7,7. Sales and customer service occupations,60
E01004519,Wandsworth 036C,8,"8. Process, plant and machine operatives",45
E01004519,Wandsworth 036C,9,9. Elementary occupations,78
E01004520,Wandsworth 036D,-8,Does not apply,730
E01004520,Wandsworth 036D,1,"1. Managers, directors and senior officials",84
E01004520,Wandsworth 036D,2,2. Professional occupations,178
E01004520,Wandsworth 036D,3,3. Associate professional and technical occupations,118
E01004520,Wandsworth 036D,4,4. Administrative and secretarial occupations,47
E01004520,Wandsworth 036D,5,5. Skilled trades occupations,44
E01004520,Wandsworth 036D,6,"6. Caring, leisure and other service occupations",60
E01004520,Wandsworth 036D,7,7. Sales and customer service occupations,54
E01004520,Wandsworth 036D,8,"8. Process, plant and machine operatives",37
E01004520,Wandsworth 036D,9,9. Elementary occupations,53
E01004521,Wandsworth 037B,-8,Does not apply,949
E01004521,Wandsworth 037B,1,"1. Managers, directors and senior officials",159
E01004521,Wandsworth 037B,2,2. Professional occupations,319
E01004521,Wandsworth 037B,3,3. Associate professional and technical occupations,195
E01004521,Wandsworth 037B,4,4. Administrative and secretarial occupations,69
E01004521,Wandsworth 037B,5,5. Skilled trades occupations,72
E01004521,Wandsworth 037B,6,"6. Caring, leisure and other service occupations",89
E01004521,Wandsworth 037B,7,7. Sales and customer service occupations,57
E01004521,Wandsworth 037B,8,"8. Process, plant and machine operatives",43
E01004521,Wandsworth 037B,9,9. Elementary occupations,82
E01004522,Wandsworth 037C,-8,Does not apply,787
E01004522,Wandsworth 037C,1,"1. Managers, directors and senior officials",147
E01004522,Wandsworth 037C,2,2. Professional occupations,234
E01004522,Wandsworth 037C,3,3. Associate professional and technical occupations,153
E01004522,Wandsworth 037C,4,4. Administrative and secretarial occupations,68
E01004522,Wandsworth 037C,5,5. Skilled trades occupations,98
E01004522,Wandsworth 037C,6,"6. Caring, leisure and other service occupations",67
E01004522,Wandsworth 037C,7,7. Sales and customer service occupations,40
E01004522,Wandsworth 037C,8,"8. Process, plant and machine operatives",41
E01004522,Wandsworth 037C,9,9. Elementary occupations,94
E01004523,Wandsworth 036E,-8,Does not apply,812
E01004523,Wandsworth 036E,1,"1. Managers, directors and senior officials",144
E01004523,Wandsworth 036E,2,2. Professional occupations,254
E01004523,Wandsworth 036E,3,3. Associate professional and technical occupations,159
E01004523,Wandsworth 036E,4,4. Administrative and secretarial occupations,53
E01004523,Wandsworth 036E,5,5. Skilled trades occupations,56
E01004523,Wandsworth 036E,6,"6. Caring, leisure and other service occupations",49
E01004523,Wandsworth 036E,7,7. Sales and customer service occupations,32
E01004523,Wandsworth 036E,8,"8. Process, plant and machine operatives",19
E01004523,Wandsworth 036E,9,9. Elementary occupations,59
E01004524,Wandsworth 037D,-8,Does not apply,1040
E01004524,Wandsworth 037D,1,"1. Managers, directors and senior officials",64
E01004524,Wandsworth 037D,2,2. Professional occupations,169
E01004524,Wandsworth 037D,3,3. Associate professional and technical occupations,106
E01004524,Wandsworth 037D,4,4. Administrative and secretarial occupations,60
E01004524,Wandsworth 037D,5,5. Skilled trades occupations,63
E01004524,Wandsworth 037D,6,"6. Caring, leisure and other service occupations",101
E01004524,Wandsworth 037D,7,7. Sales and customer service occupations,81
E01004524,Wandsworth 037D,8,"8. Process, plant and machine operatives",41
E01004524,Wandsworth 037D,9,9. Elementary occupations,114
E01004525,Wandsworth 035A,-8,Does not apply,791
E01004525,Wandsworth 035A,1,"1. Managers, directors and senior officials",133
E01004525,Wandsworth 035A,2,2. Professional occupations,333
E01004525,Wandsworth 035A,3,3. Associate professional and technical occupations,230
E01004525,Wandsworth 035A,4,4. Administrative and secretarial occupations,74
E01004525,Wandsworth 035A,5,5. Skilled trades occupations,47
E01004525,Wandsworth 035A,6,"6. Caring, leisure and other service occupations",71
E01004525,Wandsworth 035A,7,7. Sales and customer service occupations,94
E01004525,Wandsworth 035A,8,"8. Process, plant and machine operatives",46
E01004525,Wandsworth 035A,9,9. Elementary occupations,108
E01004526,Wandsworth 035B,-8,Does not apply,728
E01004526,Wandsworth 035B,1,"1. Managers, directors and senior officials",147
E01004526,Wandsworth 035B,2,2. Professional occupations,334
E01004526,Wandsworth 035B,3,3. Associate professional and technical occupations,203
E01004526,Wandsworth 035B,4,4. Administrative and secretarial occupations,71
E01004526,Wandsworth 035B,5,5. Skilled trades occupations,60
E01004526,Wandsworth 035B,6,"6. Caring, leisure and other service occupations",55
E01004526,Wandsworth 035B,7,7. Sales and customer service occupations,66
E01004526,Wandsworth 035B,8,"8. Process, plant and machine operatives",51
E01004526,Wandsworth 035B,9,9. Elementary occupations,61
E01004527,Wandsworth 035C,-8,Does not apply,733
E01004527,Wandsworth 035C,1,"1. Managers, directors and senior officials",135
E01004527,Wandsworth 035C,2,2. Professional occupations,321
E01004527,Wandsworth 035C,3,3. Associate professional and technical occupations,189
E01004527,Wandsworth 035C,4,4. Administrative and secretarial occupations,69
E01004527,Wandsworth 035C,5,5. Skilled trades occupations,44
E01004527,Wandsworth 035C,6,"6. Caring, leisure and other service occupations",47
E01004527,Wandsworth 035C,7,7. Sales and customer service occupations,39
E01004527,Wandsworth 035C,8,"8. Process, plant and machine operatives",23
E01004527,Wandsworth 035C,9,9. Elementary occupations,58
E01004528,Wandsworth 035D,-8,Does not apply,845
E01004528,Wandsworth 035D,1,"1. Managers, directors and senior officials",82
E01004528,Wandsworth 035D,2,2. Professional occupations,202
E01004528,Wandsworth 035D,3,3. Associate professional and technical occupations,144
E01004528,Wandsworth 035D,4,4. Administrative and secretarial occupations,63
E01004528,Wandsworth 035D,5,5. Skilled trades occupations,58
E01004528,Wandsworth 035D,6,"6. Caring, leisure and other service occupations",92
E01004528,Wandsworth 035D,7,7. Sales and customer service occupations,52
E01004528,Wandsworth 035D,8,"8. Process, plant and machine operatives",45
E01004528,Wandsworth 035D,9,9. Elementary occupations,68
E01004529,Wandsworth 035E,-8,Does not apply,760
E01004529,Wandsworth 035E,1,"1. Managers, directors and senior officials",200
E01004529,Wandsworth 035E,2,2. Professional occupations,422
E01004529,Wandsworth 035E,3,3. Associate professional and technical occupations,264
E01004529,Wandsworth 035E,4,4. Administrative and secretarial occupations,99
E01004529,Wandsworth 035E,5,5. Skilled trades occupations,87
E01004529,Wandsworth 035E,6,"6. Caring, leisure and other service occupations",87
E01004529,Wandsworth 035E,7,7. Sales and customer service occupations,59
E01004529,Wandsworth 035E,8,"8. Process, plant and machine operatives",34
E01004529,Wandsworth 035E,9,9. Elementary occupations,91
E01004530,Wandsworth 035F,-8,Does not apply,676
E01004530,Wandsworth 035F,1,"1. Managers, directors and senior officials",185
E01004530,Wandsworth 035F,2,2. Professional occupations,323
E01004530,Wandsworth 035F,3,3. Associate professional and technical occupations,233
E01004530,Wandsworth 035F,4,4. Administrative and secretarial occupations,86
E01004530,Wandsworth 035F,5,5. Skilled trades occupations,49
E01004530,Wandsworth 035F,6,"6. Caring, leisure and other service occupations",56
E01004530,Wandsworth 035F,7,7. Sales and customer service occupations,48
E01004530,Wandsworth 035F,8,"8. Process, plant and machine operatives",27
E01004530,Wandsworth 035F,9,9. Elementary occupations,63
E01004531,Wandsworth 033A,-8,Does not apply,833
E01004531,Wandsworth 033A,1,"1. Managers, directors and senior officials",146
E01004531,Wandsworth 033A,2,2. Professional occupations,275
E01004531,Wandsworth 033A,3,3. Associate professional and technical occupations,181
E01004531,Wandsworth 033A,4,4. Administrative and secretarial occupations,84
E01004531,Wandsworth 033A,5,5. Skilled trades occupations,31
E01004531,Wandsworth 033A,6,"6. Caring, leisure and other service occupations",54
E01004531,Wandsworth 033A,7,7. Sales and customer service occupations,52
E01004531,Wandsworth 033A,8,"8. Process, plant and machine operatives",36
E01004531,Wandsworth 033A,9,9. Elementary occupations,69
E01004532,Wandsworth 032A,-8,Does not apply,599
E01004532,Wandsworth 032A,1,"1. Managers, directors and senior officials",162
E01004532,Wandsworth 032A,2,2. Professional occupations,319
E01004532,Wandsworth 032A,3,3. Associate professional and technical occupations,156
E01004532,Wandsworth 032A,4,4. Administrative and secretarial occupations,43
E01004532,Wandsworth 032A,5,5. Skilled trades occupations,39
E01004532,Wandsworth 032A,6,"6. Caring, leisure and other service occupations",40
E01004532,Wandsworth 032A,7,7. Sales and customer service occupations,35
E01004532,Wandsworth 032A,8,"8. Process, plant and machine operatives",13
E01004532,Wandsworth 032A,9,9. Elementary occupations,38
E01004533,Wandsworth 033B,-8,Does not apply,637
E01004533,Wandsworth 033B,1,"1. Managers, directors and senior officials",105
E01004533,Wandsworth 033B,2,2. Professional occupations,291
E01004533,Wandsworth 033B,3,3. Associate professional and technical occupations,132
E01004533,Wandsworth 033B,4,4. Administrative and secretarial occupations,76
E01004533,Wandsworth 033B,5,5. Skilled trades occupations,39
E01004533,Wandsworth 033B,6,"6. Caring, leisure and other service occupations",59
E01004533,Wandsworth 033B,7,7. Sales and customer service occupations,35
E01004533,Wandsworth 033B,8,"8. Process, plant and machine operatives",25
E01004533,Wandsworth 033B,9,9. Elementary occupations,50
E01004534,Wandsworth 008A,-8,Does not apply,646
E01004534,Wandsworth 008A,1,"1. Managers, directors and senior officials",243
E01004534,Wandsworth 008A,2,2. Professional occupations,465
E01004534,Wandsworth 008A,3,3. Associate professional and technical occupations,305
E01004534,Wandsworth 008A,4,4. Administrative and secretarial occupations,75
E01004534,Wandsworth 008A,5,5. Skilled trades occupations,41
E01004534,Wandsworth 008A,6,"6. Caring, leisure and other service occupations",51
E01004534,Wandsworth 008A,7,7. Sales and customer service occupations,44
E01004534,Wandsworth 008A,8,"8. Process, plant and machine operatives",18
E01004534,Wandsworth 008A,9,9. Elementary occupations,31
E01004535,Wandsworth 007A,-8,Does not apply,1160
E01004535,Wandsworth 007A,1,"1. Managers, directors and senior officials",69
E01004535,Wandsworth 007A,2,2. Professional occupations,90
E01004535,Wandsworth 007A,3,3. Associate professional and technical occupations,75
E01004535,Wandsworth 007A,4,4. Administrative and secretarial occupations,54
E01004535,Wandsworth 007A,5,5. Skilled trades occupations,52
E01004535,Wandsworth 007A,6,"6. Caring, leisure and other service occupations",101
E01004535,Wandsworth 007A,7,7. Sales and customer service occupations,77
E01004535,Wandsworth 007A,8,"8. Process, plant and machine operatives",63
E01004535,Wandsworth 007A,9,9. Elementary occupations,117
E01004536,Wandsworth 008B,-8,Does not apply,1133
E01004536,Wandsworth 008B,1,"1. Managers, directors and senior officials",166
E01004536,Wandsworth 008B,2,2. Professional occupations,334
E01004536,Wandsworth 008B,3,3. Associate professional and technical occupations,221
E01004536,Wandsworth 008B,4,4. Administrative and secretarial occupations,89
E01004536,Wandsworth 008B,5,5. Skilled trades occupations,54
E01004536,Wandsworth 008B,6,"6. Caring, leisure and other service occupations",124
E01004536,Wandsworth 008B,7,7. Sales and customer service occupations,80
E01004536,Wandsworth 008B,8,"8. Process, plant and machine operatives",45
E01004536,Wandsworth 008B,9,9. Elementary occupations,105
E01004537,Wandsworth 007B,-8,Does not apply,948
E01004537,Wandsworth 007B,1,"1. Managers, directors and senior officials",115
E01004537,Wandsworth 007B,2,2. Professional occupations,300
E01004537,Wandsworth 007B,3,3. Associate professional and technical occupations,216
E01004537,Wandsworth 007B,4,4. Administrative and secretarial occupations,83
E01004537,Wandsworth 007B,5,5. Skilled trades occupations,52
E01004537,Wandsworth 007B,6,"6. Caring, leisure and other service occupations",138
E01004537,Wandsworth 007B,7,7. Sales and customer service occupations,63
E01004537,Wandsworth 007B,8,"8. Process, plant and machine operatives",44
E01004537,Wandsworth 007B,9,9. Elementary occupations,113
E01004538,Wandsworth 007C,-8,Does not apply,1096
E01004538,Wandsworth 007C,1,"1. Managers, directors and senior officials",199
E01004538,Wandsworth 007C,2,2. Professional occupations,374
E01004538,Wandsworth 007C,3,3. Associate professional and technical occupations,240
E01004538,Wandsworth 007C,4,4. Administrative and secretarial occupations,131
E01004538,Wandsworth 007C,5,5. Skilled trades occupations,64
E01004538,Wandsworth 007C,6,"6. Caring, leisure and other service occupations",136
E01004538,Wandsworth 007C,7,7. Sales and customer service occupations,63
E01004538,Wandsworth 007C,8,"8. Process, plant and machine operatives",71
E01004538,Wandsworth 007C,9,9. Elementary occupations,105
E01004539,Wandsworth 003A,-8,Does not apply,1121
E01004539,Wandsworth 003A,1,"1. Managers, directors and senior officials",81
E01004539,Wandsworth 003A,2,2. Professional occupations,186
E01004539,Wandsworth 003A,3,3. Associate professional and technical occupations,127
E01004539,Wandsworth 003A,4,4. Administrative and secretarial occupations,81
E01004539,Wandsworth 003A,5,5. Skilled trades occupations,72
E01004539,Wandsworth 003A,6,"6. Caring, leisure and other service occupations",154
E01004539,Wandsworth 003A,7,7. Sales and customer service occupations,96
E01004539,Wandsworth 003A,8,"8. Process, plant and machine operatives",57
E01004539,Wandsworth 003A,9,9. Elementary occupations,117
E01004540,Wandsworth 003B,-8,Does not apply,905
E01004540,Wandsworth 003B,1,"1. Managers, directors and senior officials",208
E01004540,Wandsworth 003B,2,2. Professional occupations,380
E01004540,Wandsworth 003B,3,3. Associate professional and technical occupations,261
E01004540,Wandsworth 003B,4,4. Administrative and secretarial occupations,104
E01004540,Wandsworth 003B,5,5. Skilled trades occupations,57
E01004540,Wandsworth 003B,6,"6. Caring, leisure and other service occupations",96
E01004540,Wandsworth 003B,7,7. Sales and customer service occupations,83
E01004540,Wandsworth 003B,8,"8. Process, plant and machine operatives",63
E01004540,Wandsworth 003B,9,9. Elementary occupations,75
E01004541,Wandsworth 007D,-8,Does not apply,915
E01004541,Wandsworth 007D,1,"1. Managers, directors and senior officials",100
E01004541,Wandsworth 007D,2,2. Professional occupations,180
E01004541,Wandsworth 007D,3,3. Associate professional and technical occupations,126
E01004541,Wandsworth 007D,4,4. Administrative and secretarial occupations,73
E01004541,Wandsworth 007D,5,5. Skilled trades occupations,47
E01004541,Wandsworth 007D,6,"6. Caring, leisure and other service occupations",61
E01004541,Wandsworth 007D,7,7. Sales and customer service occupations,54
E01004541,Wandsworth 007D,8,"8. Process, plant and machine operatives",47
E01004541,Wandsworth 007D,9,9. Elementary occupations,98
E01004542,Wandsworth 021D,-8,Does not apply,634
E01004542,Wandsworth 021D,1,"1. Managers, directors and senior officials",213
E01004542,Wandsworth 021D,2,2. Professional occupations,360
E01004542,Wandsworth 021D,3,3. Associate professional and technical occupations,214
E01004542,Wandsworth 021D,4,4. Administrative and secretarial occupations,42
E01004542,Wandsworth 021D,5,5. Skilled trades occupations,15
E01004542,Wandsworth 021D,6,"6. Caring, leisure and other service occupations",28
E01004542,Wandsworth 021D,7,7. Sales and customer service occupations,27
E01004542,Wandsworth 021D,8,"8. Process, plant and machine operatives",9
E01004542,Wandsworth 021D,9,9. Elementary occupations,30
E01004543,Wandsworth 027A,-8,Does not apply,653
E01004543,Wandsworth 027A,1,"1. Managers, directors and senior officials",249
E01004543,Wandsworth 027A,2,2. Professional occupations,433
E01004543,Wandsworth 027A,3,3. Associate professional and technical occupations,224
E01004543,Wandsworth 027A,4,4. Administrative and secretarial occupations,55
E01004543,Wandsworth 027A,5,5. Skilled trades occupations,22
E01004543,Wandsworth 027A,6,"6. Caring, leisure and other service occupations",50
E01004543,Wandsworth 027A,7,7. Sales and customer service occupations,26
E01004543,Wandsworth 027A,8,"8. Process, plant and machine operatives",8
E01004543,Wandsworth 027A,9,9. Elementary occupations,24
E01004544,Wandsworth 021E,-8,Does not apply,652
E01004544,Wandsworth 021E,1,"1. Managers, directors and senior officials",213
E01004544,Wandsworth 021E,2,2. Professional occupations,327
E01004544,Wandsworth 021E,3,3. Associate professional and technical occupations,195
E01004544,Wandsworth 021E,4,4. Administrative and secretarial occupations,58
E01004544,Wandsworth 021E,5,5. Skilled trades occupations,16
E01004544,Wandsworth 021E,6,"6. Caring, leisure and other service occupations",32
E01004544,Wandsworth 021E,7,7. Sales and customer service occupations,27
E01004544,Wandsworth 021E,8,"8. Process, plant and machine operatives",6
E01004544,Wandsworth 021E,9,9. Elementary occupations,11
E01004545,Wandsworth 027B,-8,Does not apply,406
E01004545,Wandsworth 027B,1,"1. Managers, directors and senior officials",244
E01004545,Wandsworth 027B,2,2. Professional occupations,600
E01004545,Wandsworth 027B,3,3. Associate professional and technical occupations,395
E01004545,Wandsworth 027B,4,4. Administrative and secretarial occupations,105
E01004545,Wandsworth 027B,5,5. Skilled trades occupations,43
E01004545,Wandsworth 027B,6,"6. Caring, leisure and other service occupations",48
E01004545,Wandsworth 027B,7,7. Sales and customer service occupations,43
E01004545,Wandsworth 027B,8,"8. Process, plant and machine operatives",22
E01004545,Wandsworth 027B,9,9. Elementary occupations,31
E01004546,Wandsworth 027C,-8,Does not apply,521
E01004546,Wandsworth 027C,1,"1. Managers, directors and senior officials",213
E01004546,Wandsworth 027C,2,2. Professional occupations,390
E01004546,Wandsworth 027C,3,3. Associate professional and technical occupations,223
E01004546,Wandsworth 027C,4,4. Administrative and secretarial occupations,52
E01004546,Wandsworth 027C,5,5. Skilled trades occupations,18
E01004546,Wandsworth 027C,6,"6. Caring, leisure and other service occupations",32
E01004546,Wandsworth 027C,7,7. Sales and customer service occupations,22
E01004546,Wandsworth 027C,8,"8. Process, plant and machine operatives",7
E01004546,Wandsworth 027C,9,9. Elementary occupations,23
E01004547,Wandsworth 029C,-8,Does not apply,634
E01004547,Wandsworth 029C,1,"1. Managers, directors and senior officials",164
E01004547,Wandsworth 029C,2,2. Professional occupations,274
E01004547,Wandsworth 029C,3,3. Associate professional and technical occupations,140
E01004547,Wandsworth 029C,4,4. Administrative and secretarial occupations,71
E01004547,Wandsworth 029C,5,5. Skilled trades occupations,32
E01004547,Wandsworth 029C,6,"6. Caring, leisure and other service occupations",40
E01004547,Wandsworth 029C,7,7. Sales and customer service occupations,23
E01004547,Wandsworth 029C,8,"8. Process, plant and machine operatives",23
E01004547,Wandsworth 029C,9,9. Elementary occupations,21
E01004548,Wandsworth 029D,-8,Does not apply,715
E01004548,Wandsworth 029D,1,"1. Managers, directors and senior officials",212
E01004548,Wandsworth 029D,2,2. Professional occupations,463
E01004548,Wandsworth 029D,3,3. Associate professional and technical occupations,277
E01004548,Wandsworth 029D,4,4. Administrative and secretarial occupations,109
E01004548,Wandsworth 029D,5,5. Skilled trades occupations,50
E01004548,Wandsworth 029D,6,"6. Caring, leisure and other service occupations",74
E01004548,Wandsworth 029D,7,7. Sales and customer service occupations,60
E01004548,Wandsworth 029D,8,"8. Process, plant and machine operatives",24
E01004548,Wandsworth 029D,9,9. Elementary occupations,52
E01004549,Wandsworth 027D,-8,Does not apply,717
E01004549,Wandsworth 027D,1,"1. Managers, directors and senior officials",233
E01004549,Wandsworth 027D,2,2. Professional occupations,315
E01004549,Wandsworth 027D,3,3. Associate professional and technical occupations,199
E01004549,Wandsworth 027D,4,4. Administrative and secretarial occupations,74
E01004549,Wandsworth 027D,5,5. Skilled trades occupations,21
E01004549,Wandsworth 027D,6,"6. Caring, leisure and other service occupations",40
E01004549,Wandsworth 027D,7,7. Sales and customer service occupations,17
E01004549,Wandsworth 027D,8,"8. Process, plant and machine operatives",16
E01004549,Wandsworth 027D,9,9. Elementary occupations,34
E01004550,Wandsworth 017D,-8,Does not apply,690
E01004550,Wandsworth 017D,1,"1. Managers, directors and senior officials",160
E01004550,Wandsworth 017D,2,2. Professional occupations,256
E01004550,Wandsworth 017D,3,3. Associate professional and technical occupations,121
E01004550,Wandsworth 017D,4,4. Administrative and secretarial occupations,41
E01004550,Wandsworth 017D,5,5. Skilled trades occupations,21
E01004550,Wandsworth 017D,6,"6. Caring, leisure and other service occupations",24
E01004550,Wandsworth 017D,7,7. Sales and customer service occupations,17
E01004550,Wandsworth 017D,8,"8. Process, plant and machine operatives",9
E01004550,Wandsworth 017D,9,9. Elementary occupations,19
E01004551,Wandsworth 012E,-8,Does not apply,456
E01004551,Wandsworth 012E,1,"1. Managers, directors and senior officials",188
E01004551,Wandsworth 012E,2,2. Professional occupations,411
E01004551,Wandsworth 012E,3,3. Associate professional and technical occupations,252
E01004551,Wandsworth 012E,4,4. Administrative and secretarial occupations,66
E01004551,Wandsworth 012E,5,5. Skilled trades occupations,39
E01004551,Wandsworth 012E,6,"6. Caring, leisure and other service occupations",59
E01004551,Wandsworth 012E,7,7. Sales and customer service occupations,37
E01004551,Wandsworth 012E,8,"8. Process, plant and machine operatives",19
E01004551,Wandsworth 012E,9,9. Elementary occupations,40
E01004552,Wandsworth 008C,-8,Does not apply,448
E01004552,Wandsworth 008C,1,"1. Managers, directors and senior officials",306
E01004552,Wandsworth 008C,2,2. Professional occupations,594
E01004552,Wandsworth 008C,3,3. Associate professional and technical occupations,359
E01004552,Wandsworth 008C,4,4. Administrative and secretarial occupations,108
E01004552,Wandsworth 008C,5,5. Skilled trades occupations,40
E01004552,Wandsworth 008C,6,"6. Caring, leisure and other service occupations",33
E01004552,Wandsworth 008C,7,7. Sales and customer service occupations,37
E01004552,Wandsworth 008C,8,"8. Process, plant and machine operatives",13
E01004552,Wandsworth 008C,9,9. Elementary occupations,32
E01004553,Wandsworth 015A,-8,Does not apply,568
E01004553,Wandsworth 015A,1,"1. Managers, directors and senior officials",251
E01004553,Wandsworth 015A,2,2. Professional occupations,466
E01004553,Wandsworth 015A,3,3. Associate professional and technical occupations,252
E01004553,Wandsworth 015A,4,4. Administrative and secretarial occupations,82
E01004553,Wandsworth 015A,5,5. Skilled trades occupations,25
E01004553,Wandsworth 015A,6,"6. Caring, leisure and other service occupations",39
E01004553,Wandsworth 015A,7,7. Sales and customer service occupations,33
E01004553,Wandsworth 015A,8,"8. Process, plant and machine operatives",17
E01004553,Wandsworth 015A,9,9. Elementary occupations,27
E01004554,Wandsworth 009A,-8,Does not apply,622
E01004554,Wandsworth 009A,1,"1. Managers, directors and senior officials",280
E01004554,Wandsworth 009A,2,2. Professional occupations,361
E01004554,Wandsworth 009A,3,3. Associate professional and technical occupations,233
E01004554,Wandsworth 009A,4,4. Administrative and secretarial occupations,64
E01004554,Wandsworth 009A,5,5. Skilled trades occupations,24
E01004554,Wandsworth 009A,6,"6. Caring, leisure and other service occupations",23
E01004554,Wandsworth 009A,7,7. Sales and customer service occupations,25
E01004554,Wandsworth 009A,8,"8. Process, plant and machine operatives",12
E01004554,Wandsworth 009A,9,9. Elementary occupations,13
E01004555,Wandsworth 017E,-8,Does not apply,803
E01004555,Wandsworth 017E,1,"1. Managers, directors and senior officials",256
E01004555,Wandsworth 017E,2,2. Professional occupations,341
E01004555,Wandsworth 017E,3,3. Associate professional and technical occupations,197
E01004555,Wandsworth 017E,4,4. Administrative and secretarial occupations,37
E01004555,Wandsworth 017E,5,5. Skilled trades occupations,13
E01004555,Wandsworth 017E,6,"6. Caring, leisure and other service occupations",33
E01004555,Wandsworth 017E,7,7. Sales and customer service occupations,21
E01004555,Wandsworth 017E,8,"8. Process, plant and machine operatives",10
E01004555,Wandsworth 017E,9,9. Elementary occupations,14
E01004556,Wandsworth 009B,-8,Does not apply,771
E01004556,Wandsworth 009B,1,"1. Managers, directors and senior officials",260
E01004556,Wandsworth 009B,2,2. Professional occupations,329
E01004556,Wandsworth 009B,3,3. Associate professional and technical occupations,167
E01004556,Wandsworth 009B,4,4. Administrative and secretarial occupations,51
E01004556,Wandsworth 009B,5,5. Skilled trades occupations,19
E01004556,Wandsworth 009B,6,"6. Caring, leisure and other service occupations",18
E01004556,Wandsworth 009B,7,7. Sales and customer service occupations,15
E01004556,Wandsworth 009B,8,"8. Process, plant and machine operatives",3
E01004556,Wandsworth 009B,9,9. Elementary occupations,13
E01004557,Wandsworth 015B,-8,Does not apply,793
E01004557,Wandsworth 015B,1,"1. Managers, directors and senior officials",223
E01004557,Wandsworth 015B,2,2. Professional occupations,332
E01004557,Wandsworth 015B,3,3. Associate professional and technical occupations,177
E01004557,Wandsworth 015B,4,4. Administrative and secretarial occupations,74
E01004557,Wandsworth 015B,5,5. Skilled trades occupations,16
E01004557,Wandsworth 015B,6,"6. Caring, leisure and other service occupations",38
E01004557,Wandsworth 015B,7,7. Sales and customer service occupations,30
E01004557,Wandsworth 015B,8,"8. Process, plant and machine operatives",19
E01004557,Wandsworth 015B,9,9. Elementary occupations,28
E01004558,Wandsworth 015C,-8,Does not apply,820
E01004558,Wandsworth 015C,1,"1. Managers, directors and senior officials",258
E01004558,Wandsworth 015C,2,2. Professional occupations,377
E01004558,Wandsworth 015C,3,3. Associate professional and technical occupations,199
E01004558,Wandsworth 015C,4,4. Administrative and secretarial occupations,60
E01004558,Wandsworth 015C,5,5. Skilled trades occupations,30
E01004558,Wandsworth 015C,6,"6. Caring, leisure and other service occupations",44
E01004558,Wandsworth 015C,7,7. Sales and customer service occupations,20
E01004558,Wandsworth 015C,8,"8. Process, plant and machine operatives",12
E01004558,Wandsworth 015C,9,9. Elementary occupations,23
E01004559,Wandsworth 015D,-8,Does not apply,715
E01004559,Wandsworth 015D,1,"1. Managers, directors and senior officials",214
E01004559,Wandsworth 015D,2,2. Professional occupations,249
E01004559,Wandsworth 015D,3,3. Associate professional and technical occupations,151
E01004559,Wandsworth 015D,4,4. Administrative and secretarial occupations,44
E01004559,Wandsworth 015D,5,5. Skilled trades occupations,16
E01004559,Wandsworth 015D,6,"6. Caring, leisure and other service occupations",33
E01004559,Wandsworth 015D,7,7. Sales and customer service occupations,12
E01004559,Wandsworth 015D,8,"8. Process, plant and machine operatives",11
E01004559,Wandsworth 015D,9,9. Elementary occupations,24
E01004560,Wandsworth 001A,-8,Does not apply,751
E01004560,Wandsworth 001A,1,"1. Managers, directors and senior officials",265
E01004560,Wandsworth 001A,2,2. Professional occupations,349
E01004560,Wandsworth 001A,3,3. Associate professional and technical occupations,252
E01004560,Wandsworth 001A,4,4. Administrative and secretarial occupations,58
E01004560,Wandsworth 001A,5,5. Skilled trades occupations,50
E01004560,Wandsworth 001A,6,"6. Caring, leisure and other service occupations",79
E01004560,Wandsworth 001A,7,7. Sales and customer service occupations,53
E01004560,Wandsworth 001A,8,"8. Process, plant and machine operatives",18
E01004560,Wandsworth 001A,9,9. Elementary occupations,59
E01004563,Wandsworth 039E,-8,Does not apply,1049
E01004563,Wandsworth 039E,1,"1. Managers, directors and senior officials",126
E01004563,Wandsworth 039E,2,2. Professional occupations,229
